CUSTOMER,SERIES_NAME,SKUNO,SN,STATION,FAILURE_SYMPTOM,LOCATION,FAIL_TIME,CHECKIN_TIME,ERROR_CODE,ROOT_CAUSE_DESC,ACTIONDESC,REPAIR_TIME,REPARIR_REWORK_COUNT
JUNIPER,JUNIPER-PCBA,611-133600,FJ3524AV0226,ICT,Solder Bridge,C1957,09/09/2024 18:03,09/09/2024 20:02,E305,Solder Bridge,Resolder,09/09/2024 20:03,2
JUNIPER,JUNIPER-PCBA,611-133600,FJ3524AV0240,ICT,Solder Bridge,C2007,09/09/2024 17:46,09/09/2024 20:03,E305,Solder Bridge,Resolder,09/09/2024 20:03,1
JUNIPER,JUNIPER-PCBA,611-133600,FJ3524AV0353,ICT,Solder Bridge,D169,16/09/2024 5:56,16/09/2024 10:15,E305,Solder Bridge,Resolder,16/09/2024 16:36,1
JUNIPER,JUNIPER-PCBA,611-133600,FJ3524AV0382,5DX,Solder Bridge,FU5,14/09/2024 11:14,14/09/2024 13:42,E305,Solder Bridge,Resolder,14/09/2024 13:42,2
JUNIPER,JUNIPER-PCBA,611-133600,FJ3524AV0382,ICT,Solder Bridge,FR651,16/09/2024 15:29,16/09/2024 16:12,E305,Solder Bridge,Resolder,16/09/2024 16:13,2
JUNIPER,JUNIPER-PCBA,611-133600,FJ3724AV0031,VI,Solder Bridge,DJ1,18/09/2024 2:19,21/09/2024 20:34,E216,Open Component,Fix Bent pin,21/09/2024 20:37,1
JUNIPER,JUNIPER-PCBA,750-063180,EAAK0610,FPCTEST,Temperature sensor reading above high limit,U90020,16/09/2024 10:39,24/09/2024 15:20,E128,Contact Abnormal,Reassemble,24/09/2024 15:54,2
JUNIPER,JUNIPER-PCBA,711-055619,EBBJ3982,SMT1,Tombstone,C2140,07/09/2024 2:40,07/09/2024 4:26,E212,Tombstone,Resolder,07/09/2024 4:27,1
JUNIPER,JUNIPER-PCBA,711-055619,EBBJ4016,SMT1,Tombstone,C7201,07/09/2024 2:44,07/09/2024 4:26,E212,Tombstone,Resolder,07/09/2024 4:27,1
JUNIPER,JUNIPER-PCBA,711-055619,EBBJ4017,SMT1,Tombstone,C6001,07/09/2024 2:40,07/09/2024 4:26,E212,Tombstone,Resolder,07/09/2024 4:26,1
JUNIPER,JUNIPER-PCBA,711-070865,EBBJ5838,SMT1,Tombstone,C1003,13/09/2024 14:47,14/09/2024 14:13,E213,Component Height / Tilted,Resolder,14/09/2024 14:14,2
JUNIPER,JUNIPER-PCBA,711-070865,EBBJ5842,SMT1,Tombstone,C16108,13/09/2024 14:46,14/09/2024 14:14,E201,Misalignment Component,Resolder,14/09/2024 14:15,2
JUNIPER,JUNIPER-PCBA,711-073308,EBBJ8494,SMT1,Tombstone,C4547,19/09/2024 22:21,20/09/2024 1:47,E212,Tombstone,Resolder,20/09/2024 1:48,1
JUNIPER,JUNIPER-PCBA,711-073308,EBBJ8497,SMT1,Tombstone,C3118,19/09/2024 22:20,20/09/2024 1:47,E212,Tombstone,Resolder,20/09/2024 1:49,1
JUNIPER,JUNIPER-PCBA,711-073308,EBBJ8501,SMT1,Tombstone,C3109,19/09/2024 22:19,20/09/2024 1:47,E212,Tombstone,Resolder,20/09/2024 1:48,1
JUNIPER,JUNIPER-PCBA,711-073308,EBBJ8503,SMT1,Tombstone,C3116,19/09/2024 22:16,20/09/2024 1:47,E212,Tombstone,Resolder,20/09/2024 1:48,1
JUNIPER,JUNIPER-PCBA,711-073308,EBBJ8505,SMT1,Tombstone,C3104,19/09/2024 22:20,20/09/2024 1:47,E212,Tombstone,Resolder,20/09/2024 1:49,1
JUNIPER,JUNIPER-PCBA,711-102627,EBBK0211,SMT1,Tombstone,C4326,21/09/2024 3:17,21/09/2024 4:15,E212,Tombstone,Resolder,21/09/2024 4:15,1
JUNIPER,JUNIPER-PCBA,711-102627,EBBK0213,SMT1,Tombstone,C10343,21/09/2024 3:20,21/09/2024 4:14,E212,Tombstone,Resolder,21/09/2024 4:14,1
JUNIPER,JUNIPER-PCBA,750-055087,EBBD9140,RE_FCT2,Unable to determine which RE is the master,J1,04/09/2024 15:00,05/09/2024 7:45,E202,Wrong Component,ActionCode SN FJZ,05/09/2024 15:57,3
JUNIPER,JUNIPER-PCBA,711-045719,CARD0218,ICT,VOLTSHOW FAIL,R737,20/09/2024 14:46,20/09/2024 21:28,E204,Missing Component,Resolder,20/09/2024 21:30,1
JUNIPER,JUNIPER-PCBA,711-098840,EAAH5037,ICT,VOLTSHOW FAIL,U100097,14/09/2024 10:27,14/09/2024 14:22,E305,Solder Bridge,Resolder,14/09/2024 14:23,5
JUNIPER,JUNIPER-PCBA,711-070865,EAAS9494,ICT,VOLTSHOW FAIL,U24401,06/09/2024 10:23,17/09/2024 3:12,E304,Open Solder,Resolder,17/09/2024 3:13,6
JUNIPER,JUNIPER-PCBA,711-055085,EAAV0087,ICT,VOLTSHOW FAIL,C1067,12/09/2024 13:17,12/09/2024 16:21,E211,Wrong polarity,Resolder,12/09/2024 16:54,4
JUNIPER,JUNIPER-PCBA,711-166103,EBBH6459,ICT,VOLTSHOW FAIL,R33004,16/09/2024 17:37,17/09/2024 2:39,E202,Wrong Component,Replace component,17/09/2024 2:40,1
JUNIPER,JUNIPER-PCBA,711-058851,EBBH9429,ICT,VOLTSHOW FAIL,U1007,05/09/2024 21:24,06/09/2024 10:47,E304,Open Solder,Resolder,06/09/2024 11:07,1
JUNIPER,JUNIPER-PCBA,711-058851,EBBH9439,ICT,VOLTSHOW FAIL,L2031,05/09/2024 21:24,06/09/2024 10:47,E201,Misalignment Component,Correct Misalignment/Tilted Component,07/09/2024 13:44,2
JUNIPER,JUNIPER-PCBA,711-045719,EBBJ0870,ICT,VOLTSHOW FAIL,U33,17/09/2024 20:12,19/09/2024 4:10,E304,Open Solder,Resolder,19/09/2024 4:11,1
JUNIPER,JUNIPER-PCBA,711-070865,EBBJ1128,ICT,VOLTSHOW FAIL,U11601,17/09/2024 4:25,17/09/2024 6:02,E304,Open Solder,Resolder,17/09/2024 6:03,2
JUNIPER,JUNIPER-PCBA,711-055085,EBBJ2504,ICT,VOLTSHOW FAIL,U7604,12/09/2024 14:06,12/09/2024 15:23,E302,Insufficient Solder,Resolder,12/09/2024 16:28,2
JUNIPER,JUNIPER-PCBA,711-102627,EBBJ4051,ICT,VOLTSHOW FAIL,U349,13/09/2024 15:03,18/09/2024 16:43,E206,Defect Component,Replace component,18/09/2024 16:44,1
JUNIPER,JUNIPER-PCBA,711-098840,EBBJ5106,ICT,VOLTSHOW FAIL,L100045,21/09/2024 5:09,21/09/2024 17:59,E204,Missing Component,Add component,21/09/2024 18:00,1
JUNIPER,JUNIPER-PCBA,711-098840,EBBJ5130,ICT,VOLTSHOW FAIL,U100123,22/09/2024 5:48,22/09/2024 20:47,E209,Extra Component,Resolder,22/09/2024 20:47,1
JUNIPER,JUNIPER-PCBA,711-098840,EBBJ5230,ICT,VOLTSHOW FAIL,U100130,20/09/2024 5:40,20/09/2024 15:06,E302,Insufficient Solder,Resolder,20/09/2024 15:09,2
JUNIPER,JUNIPER-PCBA,611-155735,FZ3524AV0002,ICT,VOLTSHOW FAIL,PU20,13/09/2024 14:13,16/09/2024 10:09,E206,Defect Component,Replace component,16/09/2024 10:31,1
JUNIPER,JUNIPER-PCBA,711-046013,EAAB7491,ICT,Wrong component,RP90022,08/09/2024 9:13,09/09/2024 19:53,E202,Wrong Component,Resolder,17/09/2024 3:33,3
JUNIPER,JUNIPER-PCBA,711-046013,EAAF4538,ICT,Wrong component,R50226,08/09/2024 9:09,09/09/2024 19:52,E202,Wrong Component,Resolder,17/09/2024 3:32,2
JUNIPER,JUNIPER-PCBA,711-046013,EAAS7918,ICT,Wrong component,RP90020,08/09/2024 9:11,09/09/2024 19:52,E202,Wrong Component,Resolder,17/09/2024 3:31,3
JUNIPER,JUNIPER-PCBA,711-046013,EAAS8676,ICT,Wrong component,RP90021,08/09/2024 9:07,09/09/2024 19:52,E202,Wrong Component,Resolder,17/09/2024 3:35,2
JUNIPER,JUNIPER-PCBA,711-046013,EAAT0118,ICT,Wrong component,RP90023,08/09/2024 9:10,09/09/2024 19:52,E202,Wrong Component,Resolder,17/09/2024 3:32,2
JUNIPER,JUNIPER-PCBA,711-148013,EBBJ7095,SMT2,Wrong component,R1742,17/09/2024 10:30,17/09/2024 11:11,E202,Wrong Component,Replace component,17/09/2024 14:29,1
JUNIPER,JUNIPER-PCBA,611-133600,FJ3824AV0016,SMT1,Wrong component,PD9,23/09/2024 3:45,23/09/2024 4:28,E202,Wrong Component,Resolder,23/09/2024 4:28,1
JUNIPER,JUNIPER-PCBA,711-098840,EBBJ5210,SMT2,Wrong polarity,U80011,13/09/2024 13:15,18/09/2024 9:26,E211,Wrong polarity,Resolder,18/09/2024 14:22,2
JUNIPER,JUNIPER-PCBA,711-045719,EBBJ5472,ICT,Wrong polarity,U7,17/09/2024 20:14,18/09/2024 5:08,E211,Wrong polarity,Resolder,18/09/2024 5:09,1
JUNIPER,JUNIPER-PCBA,711-045719,EBBJ5529,SMT1,Wrong polarity,U33,12/09/2024 9:59,12/09/2024 10:16,E211,Wrong polarity,Resolder,12/09/2024 14:10,1
JUNIPER,JUNIPER-PCBA,711-148022,EBBJ5727,SMT2,Wrong polarity,S211,13/09/2024 2:33,13/09/2024 3:52,E211,Wrong polarity,Resolder,13/09/2024 3:52,1
JUNIPER,JUNIPER-PCBA,711-148022,EBBJ5744,SMT2,Wrong polarity,U25000,13/09/2024 5:14,13/09/2024 8:57,E211,Wrong polarity,Correct Misalignment/Tilted Component,13/09/2024 8:59,1
JUNIPER,JUNIPER-PCBA,711-063179,EBBJ6509,SMT2,Wrong polarity,U20027,16/09/2024 9:32,16/09/2024 10:17,E211,Wrong polarity,Correct Misalignment/Tilted Component,16/09/2024 11:18,1
JUNIPER,JUNIPER-PCBA,711-063179,EBBJ6566,SMT2,Wrong polarity,J70005,16/09/2024 9:37,16/09/2024 10:17,E211,Wrong polarity,Correct Misalignment/Tilted Component,16/09/2024 11:16,1
JUNIPER,JUNIPER-PCBA,711-070394,EBBJ7486,SMT2,Wrong polarity,U68101,18/09/2024 2:38,18/09/2024 5:10,E211,Wrong polarity,Resolder,18/09/2024 5:11,1
JUNIPER,JUNIPER-PCBA,711-041855,EBBJ8675,SMT2,Wrong polarity,J10,20/09/2024 22:42,20/09/2024 22:54,E211,Wrong polarity,Resolder,20/09/2024 22:55,1
JUNIPER,JUNIPER-PCBA,711-102627,EBBK0220,SMT2,Wrong polarity,U48,22/09/2024 4:23,22/09/2024 21:31,E211,Wrong polarity,Resolder,22/09/2024 21:31,1
JUNIPER,JUNIPER-PCBA,711-148013,EBBK1701,SMT1,Wrong polarity,U118,24/09/2024 3:02,24/09/2024 3:53,E211,Wrong polarity,Resolder,24/09/2024 3:54,1
JUNIPER,Juniper-Advanced Fixed System,MIC-MACSEC-20GE,EABB7501,CHECK_LED,Board Online (CMWRRAP/DBG),LED,16/09/2024 1:43,16/09/2024 4:51,E206,Defect Component,ActionCode SN FJZ,16/09/2024 4:52,1
JUNIPER,Juniper-Advanced Fixed System,RE-S-X6-64G-S,EBAF0015,CHECK_LED,Board Online (CMWRRAP/DBG),",U1",30/08/2024 9:57,04/09/2024 17:43,E214,Bent Pin,ActionCode SN FJZ,04/09/2024 17:44,1
JUNIPER,Juniper-Advanced Fixed System,MX2K-MPC11E,EBBA0158,CHECK_LED,Board Online (CMWRRAP/DBG),R25,22/09/2024 2:31,22/09/2024 5:50,E205,Damaged Component,ActionCode SN FJZ,22/09/2024 5:55,2
JUNIPER,Juniper-Advanced Fixed System,MX2K-MPC11E,EBBJ4043,CHECK_LED,Board Online (CMWRRAP/DBG),D45,22/09/2024 2:32,22/09/2024 5:50,E205,Damaged Component,ActionCode SN FJZ,22/09/2024 5:57,1
JUNIPER,Juniper-Advanced Fixed System,MX2K-MPC11E,EBBJ4053,FQA,Board Online (CMWRRAP/DBG),C363,22/09/2024 4:41,22/09/2024 5:49,E205,Damaged Component,ActionCode SN FJZ,22/09/2024 5:56,1
JUNIPER,Juniper-Advanced Fixed System,MX960PREMIUM3DC,JN1275649AFA,CHECK_LED,Board Online (CMWRRAP/DBG),R30185,13/09/2024 14:20,13/09/2024 14:29,E205,Damaged Component,Replace component,13/09/2024 14:31,2
JUNIPER,Juniper-Advanced Fixed System,MX960PREMIUM3DC,JN1275649AFA,SWT,Board Online (CMWRRAP/DBG),U16701,16/09/2024 13:27,16/09/2024 14:15,E206,Defect Component,Replace component,16/09/2024 14:17,2
JUNIPER,Juniper-Advanced Fixed System,ACX7348-BASE,JN5EFD119ACA,CHECK_LED,Board Online (CMWRRAP/DBG),J2,14/09/2024 8:34,14/09/2024 9:52,E902,Assembly Gap,Reassemble,14/09/2024 10:14,1
JUNIPER,Juniper-Advanced Fixed System,ACX7348-BASE,JN5EFE7D4ACA,CHECK_LED,Board Online (CMWRRAP/DBG),U91,17/09/2024 9:57,17/09/2024 16:42,E802,Programmable Part Blank,Reload Diag,17/09/2024 17:21,1
JUNIPER,Juniper-Advanced Fixed System,ACX7348-BASE,JN5EFECC2ACA,CHECK_LED,Board Online (CMWRRAP/DBG),J4,14/09/2024 8:35,14/09/2024 9:55,E962,Foreign Material,Clean out,14/09/2024 10:16,1
JUNIPER,Juniper-Advanced Fixed System,ACX7348-BASE,JN5EFF9E2ACA,CHECK_LED,Board Online (CMWRRAP/DBG),D66,19/09/2024 14:13,19/09/2024 14:52,E304,Open Solder,Resolder,19/09/2024 16:40,1
JUNIPER,Juniper-Advanced Fixed System,ACX7348-BASE,JN5EFFA8EACA,CHECK_LED,Board Online (CMWRRAP/DBG),D702,19/09/2024 14:10,19/09/2024 14:52,E205,Damaged Component,Replace component,19/09/2024 16:43,1
JUNIPER,Juniper-Advanced Fixed System,MX2K-MPC9E,EAAL0462,FQA,Board not online (No test log),C1092,21/09/2024 1:23,21/09/2024 2:54,E205,Damaged Component,ActionCode SN FJZ,21/09/2024 2:59,4
JUNIPER,Juniper-Advanced Fixed System,RE-S-X6-64G-S,EAAS5025,SWT,Board not online (No test log),C3142,01/09/2024 1:51,01/09/2024 2:43,E205,Damaged Component,ActionCode SN FJZ,01/09/2024 2:48,2
JUNIPER,Juniper-Advanced Fixed System,MX2K-MPC9E,EAAZ6438,FQA,Board not online (No test log),C8231,21/09/2024 21:24,21/09/2024 22:42,E205,Damaged Component,ActionCode SN FJZ,21/09/2024 22:43,2
JUNIPER,Juniper-Advanced Fixed System,MIC-MACSEC-20GE,EABB7464,CHECK_LED,Board not online (No test log),J11,05/09/2024 15:12,05/09/2024 15:17,E205,Damaged Component,ActionCode SN FJZ,05/09/2024 15:57,2
JUNIPER,Juniper-Advanced Fixed System,MIC-MACSEC-20GE,EABB7504,CHECK_LED,Board not online (No test log),J11-CABLE,29/08/2024 2:48,29/08/2024 8:14,E206,Defect Component,ActionCode SN FJZ,07/09/2024 13:22,2
JUNIPER,Juniper-Advanced Fixed System,MX2K-MPC11E,EBBD4330,FQA,Board not online (No test log),C954,22/09/2024 19:45,22/09/2024 21:50,E205,Damaged Component,ActionCode SN FJZ,22/09/2024 21:51,1
JUNIPER,Juniper-Advanced Fixed System,MX480PREMIUM3DC,JN1254B69AFB,CHECK_LED,Board not online (No test log),D80,12/09/2024 15:06,12/09/2024 17:31,E202,Wrong Component,Resolder,12/09/2024 17:37,1
JUNIPER,Juniper-Advanced Fixed System,MX960PREMIUM3DC,JN1277D7EAFA,CHECK_LED,Board not online (No test log),,05/09/2024 14:42,05/09/2024 15:27,E891,NTF,Send out to repair,05/09/2024 15:27,1
JUNIPER,Juniper-Advanced Fixed System,MX2K-MPC9E,EBBA1458,OOBA,Connector damage,J19603,22/09/2024 14:16,22/09/2024 22:04,E205,Damaged Component,ActionCode SN FJZ,22/09/2024 22:06,1
JUNIPER,Juniper-Advanced Fixed System,MX2K-MPC11E,EBBD4345,SWT,Failed to enable BIOS secure boot,,06/09/2024 22:31,07/09/2024 3:18,E891,NTF,Send out to repair,07/09/2024 3:25,1
JUNIPER,Juniper-Configurable System,REMX2K-X8128GSS,CARY6909,CHECK_LED,Board Online (CMWRRAP/DBG),CC3801,12/09/2024 3:01,12/09/2024 3:13,E128,Contact Abnormal,ActionCode SN FJZ,12/09/2024 3:17,1
JUNIPER,Juniper-Configurable System,MX2000LCADAPTER,EAAW1607,CHECK_LED,Board Online (CMWRRAP/DBG),J2601,23/09/2024 10:27,24/09/2024 10:01,E304,Open Solder,ActionCode SN FJZ,24/09/2024 10:03,1
JUNIPER,Juniper-Configurable System,REMX2K-X8128GSS,EAAX3823,CHECK_LED,Board Online (CMWRRAP/DBG),L1005,18/09/2024 13:25,18/09/2024 14:48,E206,Defect Component,ActionCode SN FJZ,18/09/2024 14:51,2
JUNIPER,Juniper-Configurable System,MPC10E-10C-X,EBBA4904,CHECK_LED,Board Online (CMWRRAP/DBG),R40025,23/09/2024 16:56,23/09/2024 17:02,E205,Damaged Component,Replace component,23/09/2024 22:39,3
JUNIPER,Juniper-Configurable System,REMX2K-X8128GSS,EBBF7760,CHECK_LED,Board Online (CMWRRAP/DBG),J1,10/09/2024 21:51,11/09/2024 11:21,E202,Wrong Component,ActionCode SN FJZ,11/09/2024 11:24,2
JUNIPER,Juniper-Configurable System,RE-S-X6-128G-SS,EBBH0958,CHECK_LED,Board Online (CMWRRAP/DBG),,19/09/2024 17:00,21/09/2024 3:52,E891,NTF,Send out to repair,21/09/2024 3:53,2
JUNIPER,Juniper-Configurable System,REMX2K-X8-64G-S,EBBH4595,CHECK_LED,Board Online (CMWRRAP/DBG),U1001,18/09/2024 8:03,18/09/2024 15:58,E206,Defect Component,ActionCode SN FJZ,18/09/2024 15:59,2
JUNIPER,Juniper-Configurable System,MPC7E-MRATE-RTU,EBBJ1037,FQA,Board Online (CMWRRAP/DBG),C101734,13/09/2024 15:01,13/09/2024 15:48,E205,Damaged Component,Replace component,13/09/2024 15:49,1
JUNIPER,Juniper-Configurable System,MPC7E-MRATE,EBBJ4195,CHECK_LED,Board Online (CMWRRAP/DBG),D40025,22/09/2024 22:00,22/09/2024 22:42,E206,Defect Component,ActionCode SN FJZ,22/09/2024 22:44,2
JUNIPER,Juniper-Configurable System,MPC3E-3D-NG,EBBJ4718,FST_S,Board Online (CMWRRAP/DBG),U10000,20/09/2024 2:08,21/09/2024 22:08,E206,Defect Component,Replace component,21/09/2024 22:09,2
JUNIPER,Juniper-Configurable System,MPC3E-3D-NG,CARR2935,FST_S,Board not online (No test log),U70030,16/09/2024 11:07,16/09/2024 11:09,E206,Defect Component,ActionCode SN FJZ,16/09/2024 13:24,6
JUNIPER,Juniper-Configurable System,REMX2K-X8128GSS,CARY6298,CHECK_LED,Board not online (No test log),D6143,09/09/2024 9:29,09/09/2024 10:01,E304,Open Solder,Resolder,09/09/2024 10:46,2
JUNIPER,Juniper-Configurable System,JNP-SPC3,EAAH7148,CHECK_LED,Board not online (No test log),U10004,31/08/2024 14:08,01/09/2024 3:22,E962,Foreign Material,Clean out,01/09/2024 3:24,2
JUNIPER,Juniper-Configurable System,MPC7E-MRATE-RTU,EAAL2279,FQA,Board not online (No test log),,19/09/2024 15:16,19/09/2024 15:29,E902,Assembly Gap,Reassemble,19/09/2024 15:31,3
JUNIPER,Juniper-Configurable System,SRX5800E-CRAFT,EAAN6856,FQA,Board not online (No test log),W2,01/09/2024 8:07,01/09/2024 14:51,E109,Led not blink,Cosmetic Inspection,01/09/2024 14:55,1
JUNIPER,Juniper-Configurable System,REMX2K-X8128GSS,EAAV0155,CHECK_LED,Board not online (No test log),D3508,06/09/2024 14:58,06/09/2024 15:14,E206,Defect Component,ActionCode SN FJZ,06/09/2024 15:16,2
JUNIPER,Juniper-Configurable System,SRX5KMPC340G10G,EAAV7531,FQA,Board not online (No test log),J13,21/09/2024 14:08,21/09/2024 14:31,E205,Damaged Component,ActionCode SN FJZ,21/09/2024 14:35,8
JUNIPER,Juniper-Configurable System,SCBE3-MX-S,EAAW4469,FQA,Board not online (No test log),U4201,06/09/2024 22:40,07/09/2024 3:50,E206,Defect Component,ActionCode SN FJZ,07/09/2024 3:52,2
JUNIPER,Juniper-Configurable System,MPC5EQ-100G10G,EAAW7567,CHECK_LED,Board not online (No test log),,26/08/2024 2:52,04/09/2024 14:42,E142,Return Correct Station,Send out to repair,04/09/2024 14:50,4
JUNIPER,Juniper-Configurable System,EX9200-SF3,EAAX2018,FQA,Board not online (No test log),D55,16/09/2024 1:59,16/09/2024 3:49,E205,Damaged Component,ActionCode SN FJZ,16/09/2024 3:50,12
JUNIPER,Juniper-Configurable System,MPC7E-10G-RTU,EAAZ8452,FQA,Board not online (No test log),C101588,15/09/2024 10:37,15/09/2024 13:54,E205,Damaged Component,ActionCode SN FJZ,15/09/2024 13:57,4
JUNIPER,Juniper-Configurable System,MPC7E-MRATE-RTU,EBAE8118,FQA,Board not online (No test log),C101588,15/09/2024 8:57,15/09/2024 9:38,E803,Programmable part content error,Resolder,15/09/2024 10:06,4
JUNIPER,Juniper-Configurable System,MPC7E-MRATE-RTU,EBAE8118,FQA,Board not online (No test log),U20015,15/09/2024 8:57,15/09/2024 9:38,E803,Programmable part content error,Resolder,15/09/2024 10:06,4
JUNIPER,Juniper-Configurable System,RE-S-X6-128G-SS,EBAL2211,FQA,Board not online (No test log),J1003,19/09/2024 2:06,19/09/2024 3:54,E205,Damaged Component,Replace component,19/09/2024 3:55,7
JUNIPER,Juniper-Configurable System,EX9200-SF3,EBAL5766,FQA,Board not online (No test log),C866,16/09/2024 2:00,16/09/2024 3:51,E205,Damaged Component,ActionCode SN FJZ,16/09/2024 3:53,1
JUNIPER,Juniper-Configurable System,MX2000LCADAPTER,EBBD2813,CHECK_LED,Board not online (No test log),.,14/09/2024 4:05,14/09/2024 9:28,E891,NTF,Send out to repair,14/09/2024 9:32,2
JUNIPER,Juniper-Configurable System,MPC7E-MRATE,EBBF4969,FQA,Board not online (No test log),U100119,14/09/2024 8:03,14/09/2024 9:09,E205,Damaged Component,Resolder,14/09/2024 9:18,3
JUNIPER,Juniper-Configurable System,JNP-SPC3,EBBG4311,CHECK_LED,Board not online (No test log),螺柱,12/09/2024 13:27,12/09/2024 13:46,E202,Wrong Component,ActionCode SN FJZ,12/09/2024 15:40,2
JUNIPER,Juniper-Configurable System,REMX2K-X8128GSS,EBBG9686,CHECK_LED,Board not online (No test log),"SSD (P1,P2)",08/09/2024 9:46,08/09/2024 14:09,E902,Assembly Gap,Reassemble,08/09/2024 14:12,1
JUNIPER,Juniper-Configurable System,REMX2K-X8128GSS,EBBG9792,FQA,Board not online (No test log),D6511,06/09/2024 15:32,06/09/2024 15:35,E206,Defect Component,Replace component,06/09/2024 15:38,1
JUNIPER,Juniper-Configurable System,MPC3E-3D-NG,EBBH6594,FQA,Board not online (No test log),C100173,19/09/2024 22:27,20/09/2024 1:11,E205,Damaged Component,Replace component,20/09/2024 1:16,2
JUNIPER,Juniper-Configurable System,MPC3E-3D-NG,EBBH6625,FQA,Board not online (No test log),C41002,07/09/2024 5:21,08/09/2024 16:52,E204,Missing Component,Replace component,08/09/2024 16:55,1
JUNIPER,Juniper-Configurable System,MPC7E-MRATE-RTU,EBBH8935,FQA,Board not online (No test log),C20023,06/09/2024 22:41,07/09/2024 3:47,E205,Damaged Component,Replace component,07/09/2024 3:49,1
JUNIPER,Juniper-Configurable System,MPC7E-MRATE-RTU,EBBJ1039,FQA,Board not online (No test log),R40375,13/09/2024 21:51,13/09/2024 22:35,E205,Damaged Component,ActionCode SN FJZ,13/09/2024 22:36,1
JUNIPER,Juniper-Configurable System,MPC7E-MRATE-RTU,EBBJ4165,FQA,Board not online (No test log),M25032,23/09/2024 9:06,23/09/2024 10:21,E205,Damaged Component,Resolder,23/09/2024 10:24,1
JUNIPER,Juniper-Configurable System,MPC10E-10C-X,EBBA4904,OOBA,Boot Fail,,24/09/2024 17:50,24/09/2024 18:06,E891,NTF,Send out to repair,24/09/2024 18:09,3
JUNIPER,Juniper-Configurable System,SCBE2-MX-S,EAAN6118,FST_S,CB MASTER LED test failed,,10/09/2024 15:43,12/09/2024 11:02,E890,Scrap,Send out to repair,12/09/2024 11:03,2
JUNIPER,Juniper-Configurable System,MX2000LCADAPTER,EAAJ5573,JIA,Connection port distortion,SAN XUAT SAO FAIL NHAM,14/09/2024 10:32,14/09/2024 17:02,E891,NTF,Send out to repair,14/09/2024 17:03,2
JUNIPER,Juniper-Configurable System,MPC10E-10C-X,EAAL4524,JIA,Dent connector,,10/09/2024 17:24,10/09/2024 18:06,E891,NTF,Send out to repair,10/09/2024 18:07,9
JUNIPER,Juniper-Configurable System,SCBE3-MX-S,EAAB1898,OOBA,Led not blink,.,24/09/2024 14:47,24/09/2024 19:45,E891,NTF,Send out to repair,24/09/2024 19:51,4
JUNIPER,Juniper-Configurable System,MPC3E-3D-NG,EBBJ4718,FST_S,Major Alarm led test on FPC failed,,18/09/2024 17:12,18/09/2024 22:20,E891,NTF,Send out to repair,18/09/2024 22:21,2
JUNIPER,Juniper-Configurable System,MPC7E-MRATE-RTU,EBBJ4280,OOBA,Missing Part,C50173,19/09/2024 17:08,20/09/2024 14:47,E205,Damaged Component,Add component,20/09/2024 21:42,1
JUNIPER,Juniper-Configurable System,REMX2K-X8128GSS,EBBJ2498,FST_S,Setting RE mastership configuration failed,J1,22/09/2024 6:03,22/09/2024 9:38,E304,Open Solder,ActionCode SN FJZ,22/09/2024 9:40,2
JUNIPER,Juniper-Configurable System,REMX2K-X8-64G-S,EBBH4595,SWT,failure getting mastership of REs,,14/09/2024 1:44,14/09/2024 17:11,E951,TEST SCRIPT ISSUE,Send out to repair,14/09/2024 17:14,2
JUNIPER,Juniper-Configurable System MA-FVN,760-061272,EAAX6825,SAT,ACO/LT button test failed,CRATF,30/08/2024 4:31,11/09/2024 22:12,E206,Defect Component,ActionCode SN FJZ,11/09/2024 22:13,1
JUNIPER,Juniper-Configurable System MA-FVN,750-065925,CASF2311,FPCTEST,Board Online (CMWRRAP/DBG),E9607,31/08/2024 22:36,04/09/2024 13:55,E304,Open Solder,Resolder,05/09/2024 8:09,2
JUNIPER,Juniper-Configurable System MA-FVN,750-063458,EAAC8380,RE_FCT,Board Online (CMWRRAP/DBG),SSD,24/08/2024 17:36,29/08/2024 10:01,E128,Contact Abnormal,Reassemble,04/09/2024 10:31,2
JUNIPER,Juniper-Configurable System MA-FVN,750-049846,EAAD1312,PICTEST,Board Online (CMWRRAP/DBG),J11,16/09/2024 23:30,17/09/2024 22:19,E902,Assembly Gap,Reassemble,17/09/2024 22:22,2
JUNIPER,Juniper-Configurable System MA-FVN,750-055992,EAAD1460,PICTEST,Board Online (CMWRRAP/DBG),J12,13/09/2024 3:20,16/09/2024 14:17,E128,Contact Abnormal,Reassemble,18/09/2024 10:42,2
JUNIPER,Juniper-Configurable System MA-FVN,760-044634,EAAF8612,SAT,Board Online (CMWRRAP/DBG),J2,13/08/2024 3:49,20/09/2024 2:59,E206,Defect Component,ActionCode SN FJZ,20/09/2024 3:01,1
JUNIPER,Juniper-Configurable System MA-FVN,750-049846,EAAJ1979,PICTEST,Board Online (CMWRRAP/DBG),U16,29/08/2024 3:05,29/08/2024 7:59,E206,Defect Component,ActionCode SN FJZ,05/09/2024 13:19,2
JUNIPER,Juniper-Configurable System MA-FVN,750-049846,EAAJ7085,PICTEST,Board Online (CMWRRAP/DBG),J11_CABLE,15/09/2024 11:27,16/09/2024 7:57,E206,Defect Component,ActionCode SN FJZ,21/09/2024 13:48,3
JUNIPER,Juniper-Configurable System MA-FVN,750-055992,EAAJ9467,PICTEST,Board Online (CMWRRAP/DBG),J6200,07/09/2024 4:20,10/09/2024 13:30,E304,Open Solder,Resolder,10/09/2024 13:32,2
